conversation_id,turn_number,user_id_hashed,timestamp,country,user_intent,user_emotion,topic_name,engagement_time_sec,confusion_score,trust_score,satisfaction_score,sentiment_compound,sentiment_positive,sentiment_negative,som_cluster,archetype_name,umap_1,umap_2,total_turns,hour_of_day,is_weekend
1,5,f83a4a2251398d6d,2024-05-23,JP,coding_help,confused,Learning & Education,79.68558117735887,0.2962951977486356,0.4999090217145885,0.5589053622017219,0.18238834611268545,0.18238834611268545,0.0,48,❓ Confused Explorer,-11.186896,3.029972,12,0,0
1,6,f83a4a2251398d6d,2024-04-22,JP,explanation_request,frustrated,Learning & Education,42.83962817231392,0.33189310091130686,0.55866088554741,0.4429600137067309,0.0002913881769337559,0.0002913881769337559,0.0,16,⚖️ Balanced User,-0.24271049,-2.5907178,12,0,0
1,7,f83a4a2251398d6d,2024-05-14,JP,explanation_request,curious,Health & Wellness,136.95397955254177,0.22656387333962869,0.3420637262139349,0.474820873265909,0.16395765719095132,0.16395765719095132,0.0,8,🧐 Skeptical Critic,-4.7381964,-4.7443213,12,0,0
1,8,f83a4a2251398d6d,2024-11-12,JP,explanation_request,curious,General Knowledge,594.0816396952752,0.49389815748584187,0.5135981704168591,0.46971907425184967,-0.5871338340701647,0.0,0.5871338340701647,8,🧐 Skeptical Critic,-4.8467054,-4.765923,12,0,0
1,9,f83a4a2251398d6d,2024-04-25,JP,task_completion,grateful,Coding Help,360.155216496845,0.4546698380360602,0.49533011670276655,0.43444810295683184,-0.42588014903410404,0.0,0.42588014903410404,15,🧐 Skeptical Critic,14.177179,11.293679,12,0,0
1,10,f83a4a2251398d6d,2024-04-13,JP,task_completion,neutral,Health & Wellness,228.8849408711655,0.38639536373524896,0.6121212027069405,0.4910552072425356,0.03917622054074811,0.03917622054074811,0.0,60,🤔 Persistent Seeker,6.0454187,6.5646667,12,0,1
1,11,f83a4a2251398d6d,2024-05-21,JP,explanation_request,satisfied,Health & Wellness,105.19283378185315,0.3856772067822678,0.4253843875068358,0.4754041273457953,-0.02759627360461088,0.0,0.02759627360461088,1,🧐 Skeptical Critic,-3.941264,0.44395792,12,0,0
1,12,f83a4a2251398d6d,2024-04-17,JP,coding_help,excited,Career Advice,185.3952675500021,0.28976550275027624,0.6582621181217996,0.4546615227617785,-0.04761553194254836,0.0,0.04761553194254836,48,❓ Confused Explorer,-1.1110221,2.993874,12,0,0
2,0,56a2b6433fde3acf,2024-05-08,CN,problem_solving,confused,Math & Science,69.40947136667951,0.24057666061076877,0.7961262413160803,0.7145729444857067,0.7830982012265095,0.7830982012265095,0.0,58,✅ Efficient Collaborator,11.009368,15.65125,4,0,0
2,1,56a2b6433fde3acf,2024-03-26,CN,brainstorming,curious,General Knowledge,111.18215589566799,0.2152708666592994,0.888788640354554,0.860379729165472,0.01469340227068916,0.01469340227068916,0.0,20,📚 Curious Learner,-1.7655278,11.599283,4,0,0
2,2,56a2b6433fde3acf,2024-08-10,CN,creative_writing,satisfied,Creative Writing,223.70348233474152,0.7154497085702936,0.7359948854475258,0.7417541136274962,0.6810459074801573,0.6810459074801573,0.0,55,✅ Efficient Collaborator,2.6363828,-8.3461,4,0,1
2,3,56a2b6433fde3acf,2024-06-16,CN,advice_seeking,confused,Health & Wellness,76.09886259538422,0.46487725806779473,0.6393181203252641,0.6905545680436423,0.22636671753138368,0.22636671753138368,0.0,31,✅ Efficient Collaborator,12.180929,-5.7204704,4,0,1
2,4,56a2b6433fde3acf,2024-08-04,CN,casual_chat,anxious,Entertainment,209.75454040123046,0.20536346146938156,0.5228209111141453,0.735919218371564,0.03700511333009082,0.03700511333009082,0.0,45,⚖️ Balanced User,0.071181685,-10.210595,4,0,1
3,0,6827d56dbc6edc4e,2024-08-04,US,advice_seeking,satisfied,News & Current Events,312.94887563549446,0.4215177092655945,0.5833341855166323,0.8117948057626656,-0.08543870986686943,0.0,0.08543870986686943,39,⚖️ Balanced User,6.191898,-2.3139741,13,0,1
3,1,6827d56dbc6edc4e,2024-01-25,US,learning,excited,Math & Science,445.5123627084197,0.09260848366393869,0.6793033719977374,0.5320570582428473,0.11724829735495076,0.11724829735495076,0.0,25,⚖️ Balanced User,14.718809,3.0225406,13,0,0
3,2,6827d56dbc6edc4e,2024-10-09,US,coding_help,excited,Creative Writing,542.2528727522381,0.16540138750376304,0.4501985413523146,0.6997980076224759,-0.2033948041716335,0.0,0.2033948041716335,49,😞 Frustrated User,-1.1231585,3.0084796,13,0,0
3,3,6827d56dbc6edc4e,2024-02-08,US,problem_solving,confused,Entertainment,237.65061535739005,0.14252562461438073,0.5831311611663151,0.32756125336849407,0.22637526511119452,0.22637526511119452,0.0,2,🧐 Skeptical Critic,11.149222,15.751353,13,0,0
3,4,6827d56dbc6edc4e,2024-04-26,US,learning,neutral,General Knowledge,126.85315964800185,0.21364233916975284,0.4991959544880262,0.6614184955438642,0.003226481097376132,0.003226481097376132,0.0,33,😞 Frustrated User,16.457863,0.6169019,13,0,0
3,5,6827d56dbc6edc4e,2024-01-12,US,brainstorming,disappointed,Technical Support,61.26948340399141,0.2560778863123767,0.37702447545374806,0.5530309386199298,0.4726166684804586,0.4726166684804586,0.0,18,✅ Efficient Collaborator,-5.6552997,14.240086,13,0,0
3,6,6827d56dbc6edc4e,2024-02-15,US,casual_chat,curious,Entertainment,331.85857866000276,0.5452172403770799,0.5628260385352016,0.4038784971041331,-0.3736458014332544,0.0,0.3736458014332544,44,🧐 Skeptical Critic,2.1056488,11.820629,13,0,0
3,7,6827d56dbc6edc4e,2024-12-07,US,brainstorming,disappointed,Business Strategy,121.71756006470955,0.34456874072545524,0.5198050236374607,0.4744599362936136,-0.14943927877109775,0.0,0.14943927877109775,18,✅ Efficient Collaborator,-5.5876474,14.1970625,13,0,1
3,8,6827d56dbc6edc4e,2024-02-20,US,coding_help,satisfied,Math & Science,35.76380916291013,0.21854372106425834,0.47214649795549235,0.5720739049659617,-1.0,0.0,1.0,49,😞 Frustrated User,-7.7773523,-1.512506,13,0,0
3,9,6827d56dbc6edc4e,2024-08-09,US,problem_solving,neutral,Personal Development,226.19817730313488,0.39589001500869164,0.5573109319939679,0.5454044051373191,0.3597179509244989,0.3597179509244989,0.0,19,📚 Curious Learner,4.922106,17.338974,13,0,0
3,10,6827d56dbc6edc4e,2024-06-14,US,information_seeking,frustrated,Entertainment,173.53717298366223,0.4663300781125684,0.5514176434179734,0.42659272028720346,-0.06252764974355056,0.0,0.06252764974355056,34,😞 Frustrated User,16.973225,5.0096583,13,0,0
3,11,6827d56dbc6edc4e,2024-02-22,US,explanation_request,confused,Travel Planning,135.46959808701803,0.36285698490211604,0.28044846414453695,0.5299868465422766,0.6055161866074591,0.6055161866074591,0.0,8,🧐 Skeptical Critic,-0.5116583,0.13660988,13,0,0
3,12,6827d56dbc6edc4e,2024-06-08,US,task_completion,anxious,Technical Support,41.14630894324411,0.5165615920768623,0.41864943118361225,0.48039363615301994,-0.03623567916667403,0.0,0.03623567916667403,61,🧐 Skeptical Critic,7.5587997,-5.4221473,13,0,1
3,13,6827d56dbc6edc4e,2024-10-08,US,advice_seeking,neutral,Learning & Education,195.522868825717,0.4974302865442528,0.5830721408698977,0.4817025244577193,-0.19023568794097226,0.0,0.19023568794097226,39,⚖️ Balanced User,3.594307,-0.56663305,13,0,0
4,0,ff53c1f328cb733b,2024-01-07,CN,learning,confused,Learning & Education,272.28286291210395,0.4173551111798364,0.4165686722734429,0.15780675597169525,-0.648006196934702,0.0,0.648006196934702,33,😞 Frustrated User,11.588526,2.5419009,12,0,1
4,1,ff53c1f328cb733b,2024-03-26,CN,advice_seeking,satisfied,Other,112.80437062186621,0.1978798416320711,0.45699526626105397,0.20784346831505698,-0.10098538838657789,0.0,0.10098538838657789,30,🚶 Passive Observer,6.3189487,-2.5869348,12,0,0
4,2,ff53c1f328cb733b,2024-01-06,CN,advice_seeking,anxious,Business Strategy,78.11973878663206,0.43134121069790266,0.4110022801774548,0.46669206760256676,-0.48220278927323756,0.0,0.48220278927323756,38,😞 Frustrated User,5.343361,-11.414398,12,0,1
4,3,ff53c1f328cb733b,2024-11-30,CN,coding_help,anxious,Entertainment,131.72730737503036,0.1965637082251592,0.3613953971493351,0.37636916447437463,-0.0716595297756383,0.0,0.0716595297756383,48,❓ Confused Explorer,-7.044143,-7.70889,12,0,1
4,4,ff53c1f328cb733b,2024-05-21,CN,task_completion,satisfied,Entertainment,121.26566977548934,0.7363035849702338,0.3782364331767386,0.375311730199854,-0.34164108828928985,0.0,0.34164108828928985,60,🤔 Persistent Seeker,3.264623,5.454035,12,0,0
4,5,ff53c1f328cb733b,2024-03-24,CN,information_seeking,anxious,Other,81.48519620447698,0.6327431495226967,0.10429771659368356,0.3045323861546815,-0.536144243428318,0.0,0.536144243428318,35,🧐 Skeptical Critic,8.932123,-11.0813,12,0,1
4,6,ff53c1f328cb733b,2024-11-15,CN,brainstorming,neutral,News & Current Events,57.02157276804275,0.2258888404621814,0.36283511262771057,0.37112596170140344,-0.3926192199822768,0.0,0.3926192199822768,13,😞 Frustrated User,-2.5105698,8.572044,12,0,0
4,7,ff53c1f328cb733b,2024-02-11,CN,information_seeking,neutral,News & Current Events,195.21327755243271,0.633980766887173,0.1643829745038269,0.413244454132081,-0.4025297119995676,0.0,0.4025297119995676,34,😞 Frustrated User,12.380699,8.501309,12,0,1
4,8,ff53c1f328cb733b,2024-07-16,CN,problem_solving,satisfied,Other,219.60016748163204,0.6152318622532676,0.4658375709271054,0.3930452271337535,-0.10724110695528957,0.0,0.10724110695528957,11,😊 Optimistic Explorer,7.794438,15.539028,12,0,0
4,9,ff53c1f328cb733b,2024-07-14,CN,advice_seeking,confused,News & Current Events,49.49061479044994,0.6245649972449016,0.4801596629913719,0.37054377752442946,-0.4304669342608671,0.0,0.4304669342608671,38,😞 Frustrated User,12.400159,-5.9405065,12,0,1
4,10,ff53c1f328cb733b,2024-03-09,CN,task_completion,satisfied,Career Advice,96.11375657580805,0.7518320847468782,0.38410450311348393,0.3559352075209396,-0.052969094000179795,0.0,0.052969094000179795,6,⚖️ Balanced User,3.6262403,5.081752,12,0,1
4,11,ff53c1f328cb733b,2024-11-11,CN,coding_help,confused,Entertainment,38.56940755238845,0.3510561915672641,0.29119738607588097,0.352748126120767,0.09347908366085356,0.09347908366085356,0.0,48,❓ Confused Explorer,-11.351949,3.1929505,12,0,0
4,12,ff53c1f328cb733b,2024-05-28,CN,task_completion,grateful,Product Recommendations,141.076573458859,0.7675401794290843,0.41753968977862654,0.3365189500056785,-0.3600806762997032,0.0,0.3600806762997032,15,🧐 Skeptical Critic,14.180983,11.2820425,12,0,0
5,0,3e39f5f8e79fe1cc,2024-06-28,IN,information_seeking,satisfied,Coding Help,419.5197926726912,0.40377027143730826,0.4448599554003893,0.45983208401583325,0.2481591375042936,0.2481591375042936,0.0,10,✅ Efficient Collaborator,9.598624,4.1702356,0,0,0
6,0,b5807a848429bd1d,2024-11-13,FR,information_seeking,frustrated,Travel Planning,209.28031123180466,0.05542623410732957,0.5691587677845595,0.7104244829653892,0.7763131072012099,0.7763131072012099,0.0,27,✅ Efficient Collaborator,16.724585,4.7849913,13,0,0
6,1,b5807a848429bd1d,2024-02-24,FR,creative_writing,anxious,Career Advice,50.37403239594127,0.2205453464354152,0.6436801161212614,0.5725464767355259,0.3388614796152204,0.3388614796152204,0.0,53,✅ Efficient Collaborator,-2.9600568,-10.969747,13,0,1
6,2,b5807a848429bd1d,2024-11-23,FR,casual_chat,excited,General Knowledge,62.64583466507943,0.2535766761373222,0.7288066693673535,0.5439009094888463,0.28764080704168293,0.28764080704168293,0.0,28,👍 Satisfied User,8.702248,8.498533,13,0,1
6,3,b5807a848429bd1d,2024-01-07,FR,information_seeking,excited,Career Advice,176.06566383963184,0.4465787789053638,0.7129011200688233,0.8349416945778163,0.6207413987583459,0.6207413987583459,0.0,26,📚 Curious Learner,17.281944,-4.464568,13,0,1
6,4,b5807a848429bd1d,2024-09-17,FR,problem_solving,excited,Product Recommendations,59.74008290002186,0.1536314030548909,0.8050343603845442,0.6737678964173045,0.40966297111799,0.40966297111799,0.0,4,⚖️ Balanced User,8.118924,11.803738,13,0,0
6,5,b5807a848429bd1d,2024-02-09,FR,creative_writing,curious,General Knowledge,306.99894534531313,0.18410485003310728,0.5754197386045738,0.7192364432598858,0.29302001052277077,0.29302001052277077,0.0,62,🧐 Skeptical Critic,9.148135,-7.7476196,13,0,0
6,6,b5807a848429bd1d,2024-03-16,FR,task_completion,frustrated,Travel Planning,53.13864343662626,0.1511734068710282,0.8369186767706757,0.6697208217691707,0.3123079794680639,0.3123079794680639,0.0,51,🧐 Skeptical Critic,-6.862514,7.7734,13,0,1
6,7,b5807a848429bd1d,2024-06-29,FR,coding_help,grateful,Product Recommendations,72.3085847526661,0.20446600483187105,0.8140004052145752,0.6761335658575686,0.09460508982984295,0.09460508982984295,0.0,23,✅ Efficient Collaborator,17.074759,14.5212755,13,0,1
6,8,b5807a848429bd1d,2024-08-26,FR,brainstorming,curious,Creative Writing,139.01146079850722,0.30509259483804185,0.6920701947090979,0.5654048550381736,0.7045204243748262,0.7045204243748262,0.0,20,📚 Curious Learner,-1.6788595,11.727876,13,0,0
6,9,b5807a848429bd1d,2024-04-13,FR,coding_help,curious,Coding Help,137.0593055668157,0.2645469245310246,0.5710911197183856,0.6333366852481901,0.6385831786925544,0.6385831786925544,0.0,56,🎯 Engaged Enthusiast,-8.331606,1.7454966,13,0,1
6,10,b5807a848429bd1d,2024-12-04,FR,task_completion,neutral,Travel Planning,257.0126385660335,0.42379461153927817,0.7879472858000239,0.6848271341871844,0.33868871305152937,0.33868871305152937,0.0,60,🤔 Persistent Seeker,5.6198707,6.1384974,13,0,0
6,11,b5807a848429bd1d,2024-10-08,FR,problem_solving,excited,Entertainment,455.0963907146704,0.5938380599811179,0.7245331863962703,0.723193149072995,0.29575671369938605,0.29575671369938605,0.0,4,⚖️ Balanced User,8.172265,11.751199,13,0,0
6,12,b5807a848429bd1d,2024-04-17,FR,information_seeking,satisfied,News & Current Events,184.81637246644533,0.6743915788090897,0.631994351078214,0.6977848071979801,0.30367693324071576,0.30367693324071576,0.0,26,📚 Curious Learner,10.870782,11.362926,13,0,0
6,13,b5807a848429bd1d,2024-04-17,FR,learning,satisfied,Creative Writing,108.44247651422296,0.45416253232713943,0.6281403682345246,0.6770158132961042,0.7825426585447974,0.7825426585447974,0.0,32,⚖️ Balanced User,14.283422,-2.533707,13,0,0
7,0,762592f524d2fdac,2024-06-06,US,task_completion,excited,Business Strategy,319.4064630398573,0.13143803927274184,0.5741702766572104,0.1828941932968678,-0.4604911621226384,0.0,0.4604911621226384,52,⚖️ Balanced User,9.127411,2.927698,0,0,0
8,0,8709c54b10e46ad9,2024-06-01,BR,creative_writing,curious,Travel Planning,45.386208297929684,0.2440077238908915,0.6298608930544929,0.3806705743278176,-0.015017677149092995,0.0,0.015017677149092995,62,🧐 Skeptical Critic,8.942428,-7.340239,13,0,1
8,1,8709c54b10e46ad9,2024-01-20,BR,explanation_request,satisfied,Business Strategy,172.8954482905605,0.4120538480838561,0.4506898128252122,0.44570227532421547,0.2391792439134146,0.2391792439134146,0.0,8,🧐 Skeptical Critic,-4.032139,0.48411638,13,0,1
8,2,8709c54b10e46ad9,2024-01-29,BR,casual_chat,confused,General Knowledge,85.95744943567394,0.3154907351223576,0.5503521107770197,0.6847247323229291,-0.10339550630868669,0.0,0.10339550630868669,36,❓ Confused Explorer,0.6528221,4.4570093,13,0,0
8,3,8709c54b10e46ad9,2024-02-09,BR,learning,curious,Creative Writing,221.5980160503279,0.528288469215484,0.6143016887911787,0.4938538117920684,0.4159926598480198,0.4159926598480198,0.0,41,✅ Efficient Collaborator,13.328416,0.24040818,13,0,0
8,4,8709c54b10e46ad9,2024-05-12,BR,problem_solving,neutral,Coding Help,114.98343663715164,0.3653468022058283,0.6098720890050248,0.46184894321106224,0.2562172758243805,0.2562172758243805,0.0,2,🧐 Skeptical Critic,4.721953,17.916237,13,0,1
8,5,8709c54b10e46ad9,2024-12-09,BR,brainstorming,neutral,Entertainment,97.92694385306376,0.42614321095440677,0.5010036768217988,0.6074390956913908,0.030751458906597723,0.030751458906597723,0.0,21,⚖️ Balanced User,-2.7722008,8.682344,13,0,0
8,6,8709c54b10e46ad9,2024-08-06,BR,advice_seeking,excited,Other,155.14963152099898,0.5264760218632267,0.5093920246742905,0.6308002855835452,0.7093350435904849,0.7093350435904849,0.0,39,⚖️ Balanced User,4.108839,1.8594663,13,0,0
8,7,8709c54b10e46ad9,2024-08-13,BR,advice_seeking,confused,Entertainment,40.316766828285445,0.37308936394645525,0.4659235518133534,0.5594525610033271,0.3486006012426554,0.3486006012426554,0.0,31,✅ Efficient Collaborator,12.193734,-5.733459,13,0,0
8,8,8709c54b10e46ad9,2024-09-18,BR,information_seeking,confused,Product Recommendations,184.66644115271183,0.7661041990640732,0.5113798922754141,0.5459983874212557,-0.097996829104222,0.0,0.097996829104222,34,😞 Frustrated User,9.687369,5.5652604,13,0,0
8,9,8709c54b10e46ad9,2024-03-12,BR,brainstorming,grateful,Entertainment,32.16280097907563,0.4220820314155286,0.7306987806963929,0.5876275514635689,-0.608294828916711,0.0,0.608294828916711,14,🧐 Skeptical Critic,16.215897,8.598595,13,0,0
8,10,8709c54b10e46ad9,2024-11-14,BR,creative_writing,frustrated,Personal Development,528.8849155125512,0.2479653855351095,0.3962674711502615,0.600636033075466,0.10039427433358131,0.10039427433358131,0.0,63,😞 Frustrated User,-1.1450659,-6.524848,13,0,0
8,11,8709c54b10e46ad9,2024-10-15,BR,advice_seeking,curious,Health & Wellness,109.01619225280226,0.5417084691951858,0.5357112122978038,0.5529040708452665,0.1503747325971548,0.1503747325971548,0.0,30,🚶 Passive Observer,8.947898,-0.88825107,13,0,0
8,12,8709c54b10e46ad9,2024-06-14,BR,coding_help,anxious,Other,51.99613621620924,0.5672369986850463,0.6303778141918851,0.5976856549736878,0.21874683575732534,0.21874683575732534,0.0,48,❓ Confused Explorer,-7.1188912,-7.63675,13,0,0
8,13,8709c54b10e46ad9,2024-02-10,BR,advice_seeking,satisfied,Career Advice,40.02077397097952,0.5897765487557418,0.6730021050583582,0.5618357523320644,-0.02447689641532097,0.0,0.02447689641532097,30,🚶 Passive Observer,6.2143593,-2.289588,13,0,1
9,0,c8c13eda4f1e38c6,2024-01-25,UK,creative_writing,confused,News & Current Events,159.00194464098223,0.3709293984598938,0.29533211665146597,0.04865023888716191,0.5860269863283926,0.5860269863283926,0.0,54,❓ Confused Explorer,5.4825196,-8.23967,13,0,0
9,1,c8c13eda4f1e38c6,2024-07-20,UK,task_completion,confused,Technical Support,418.6299023620752,0.1280382145498958,0.31459966767397185,0.13072455614029008,-0.19794971620971008,0.0,0.19794971620971008,51,🧐 Skeptical Critic,6.707877,2.2563124,13,0,1
9,2,c8c13eda4f1e38c6,2024-08-15,UK,information_seeking,neutral,Coding Help,137.6816546329091,0.6147542199543551,0.4366279341547552,0.3817771388691617,0.13948598572994458,0.13948598572994458,0.0,34,😞 Frustrated User,12.557247,7.9768786,13,0,0
9,3,c8c13eda4f1e38c6,2024-01-14,UK,creative_writing,neutral,Creative Writing,83.41079510133694,0.23530996188866107,0.4254318114709224,0.47165945027476425,-1.0,0.0,1.0,62,🧐 Skeptical Critic,3.6937096,-4.8294106,13,0,1
9,4,c8c13eda4f1e38c6,2024-06-12,UK,learning,frustrated,Health & Wellness,52.324552812551275,0.47081474013584207,0.321022343356107,0.19911947570737257,-0.9320233759918197,0.0,0.9320233759918197,24,⚖️ Balanced User,12.172085,-2.4608119,13,0,0
9,5,c8c13eda4f1e38c6,2024-03-04,UK,casual_chat,satisfied,Coding Help,176.65054515916393,0.2892246947806997,0.49773079794252595,0.3167412937941215,-0.2501493511137034,0.0,0.2501493511137034,36,❓ Confused Explorer,2.4386563,8.596528,13,0,0
9,6,c8c13eda4f1e38c6,2024-10-19,UK,casual_chat,satisfied,Creative Writing,114.92670045256142,0.2604846241042431,0.3401902823952297,0.3362971151356445,-0.028577816777079712,0.0,0.028577816777079712,36,❓ Confused Explorer,2.6880395,8.890825,13,0,1
9,7,c8c13eda4f1e38c6,2024-05-05,UK,explanation_request,curious,News & Current Events,273.12379466322193,0.7021775612709531,0.2858850443365074,0.3983970501207712,0.27073328697221166,0.27073328697221166,0.0,8,🧐 Skeptical Critic,-4.5900655,-4.7260046,13,0,1
9,8,c8c13eda4f1e38c6,2024-03-16,UK,creative_writing,disappointed,Math & Science,161.94327097172703,0.31025174387437204,0.36236560598834433,0.33203750904051615,-0.8587582265564044,0.0,0.8587582265564044,62,🧐 Skeptical Critic,-5.2562675,16.241207,13,0,1
9,9,c8c13eda4f1e38c6,2024-03-17,UK,learning,curious,Math & Science,307.9724503543073,0.3804653204246877,0.3371097346401934,0.4007401342011343,-0.07313194334490505,0.0,0.07313194334490505,41,✅ Efficient Collaborator,13.457289,0.44011527,13,0,1
9,10,c8c13eda4f1e38c6,2024-03-05,UK,explanation_request,neutral,Business Strategy,101.45575026767142,0.24939455403541377,0.26356580557425513,0.3915398156636294,-0.4951646434946748,0.0,0.4951646434946748,0,😞 Frustrated User,-2.8957484,-1.8061912,13,0,0
9,11,c8c13eda4f1e38c6,2024-09-21,UK,advice_seeking,satisfied,Coding Help,134.14932658383248,0.6707710944195557,0.20930469372972832,0.3401399004346284,-0.7970957432748916,0.0,0.7970957432748916,38,😞 Frustrated User,6.4294286,-2.552584,13,0,1
9,12,c8c13eda4f1e38c6,2024-09-27,UK,coding_help,satisfied,Math & Science,145.2766966175282,0.737086978623378,0.33873743258355343,0.33798882914570016,0.31127755761762277,0.31127755761762277,0.0,48,❓ Confused Explorer,-8.406144,-1.508717,13,0,0
9,13,c8c13eda4f1e38c6,2024-03-17,UK,casual_chat,excited,Personal Development,178.15091993276226,0.4016587705353731,0.3587994910206839,0.34331590908191156,-0.7036837676632854,0.0,0.7036837676632854,37,😞 Frustrated User,8.424936,8.785964,13,0,1
10,0,4e2aa047d4ab41ca,2024-08-07,FR,task_completion,curious,Other,249.80579786027084,0.3843714372281338,0.37946751027385484,0.3721628912466377,-0.06438676265115086,0.0,0.06438676265115086,52,⚖️ Balanced User,6.8238893,4.6063147,10,0,0
10,1,4e2aa047d4ab41ca,2024-06-15,FR,creative_writing,frustrated,Creative Writing,190.2145565698239,0.17069448371547224,0.3903452602972878,0.36409578690235006,0.11115641746858641,0.11115641746858641,0.0,63,😞 Frustrated User,-0.9483591,-6.3182178,10,0,1
10,2,4e2aa047d4ab41ca,2024-01-11,FR,coding_help,frustrated,Business Strategy,558.6159796057592,0.13320572311785314,0.34057400832404505,0.45847707666404397,0.1425727487144146,0.1425727487144146,0.0,56,🎯 Engaged Enthusiast,-3.3698454,3.7148304,10,0,0
10,3,4e2aa047d4ab41ca,2024-10-06,FR,learning,satisfied,Entertainment,60.84381961147599,0.2757050389732003,0.4509370108053747,0.45227814009078254,-0.28621681480738187,0.0,0.28621681480738187,32,⚖️ Balanced User,14.747609,-2.3384125,10,0,1
10,4,4e2aa047d4ab41ca,2024-09-20,FR,creative_writing,frustrated,Creative Writing,78.59617214686162,0.3332359321180912,0.720890697162828,0.33766597167230916,0.2267095746335406,0.2267095746335406,0.0,54,❓ Confused Explorer,-0.95452666,-6.3708453,10,0,0
10,5,4e2aa047d4ab41ca,2024-11-28,FR,casual_chat,excited,Business Strategy,30.148493409462986,0.48693431162310585,0.634019166369351,0.608358550380354,-0.07181798397073705,0.0,0.07181798397073705,36,❓ Confused Explorer,8.585949,8.6165905,10,0,0
10,6,4e2aa047d4ab41ca,2024-08-18,FR,creative_writing,curious,News & Current Events,37.82260410317179,0.3903384110598263,0.755678497742232,0.46010406182910635,-0.06903161964273315,0.0,0.06903161964273315,62,🧐 Skeptical Critic,9.032942,-7.4121065,10,0,1
10,7,4e2aa047d4ab41ca,2024-11-18,FR,brainstorming,curious,Coding Help,594.0816396952752,0.4448567035797993,0.5084980110462497,0.6286636851862981,0.2697574367359707,0.2697574367359707,0.0,20,📚 Curious Learner,-1.5632368,11.511834,10,0,0
10,8,4e2aa047d4ab41ca,2024-06-06,FR,creative_writing,neutral,News & Current Events,76.72644273542862,0.5681112786128711,0.4640949888312167,0.4968266360205463,0.23189165125224157,0.23189165125224157,0.0,54,❓ Confused Explorer,3.6477072,-5.4607944,10,0,0
